estimation,coef,label
theta_dml,0.576662360338411,DoubleML with cross-fitting
theta_dml,0.38448026187916,DoubleML with cross-fitting
theta_dml,-1.76378350946602,DoubleML with cross-fitting
theta_dml,-0.344744106193022,DoubleML with cross-fitting
theta_dml,-0.882840429096472,DoubleML with cross-fitting
theta_dml,-1.12134496491571,DoubleML with cross-fitting
theta_dml,1.32130589294849,DoubleML with cross-fitting
theta_dml,-0.556738925416561,DoubleML with cross-fitting
theta_dml,-1.13214575932019,DoubleML with cross-fitting
theta_dml,2.14200476243794,DoubleML with cross-fitting
theta_dml,0.932008807799776,DoubleML with cross-fitting
theta_dml,-0.438634296421693,DoubleML with cross-fitting
theta_dml,-0.753843159677514,DoubleML with cross-fitting
theta_dml,-1.07988841970193,DoubleML with cross-fitting
theta_dml,-0.449838690731712,DoubleML with cross-fitting
theta_dml,-2.27123306854673,DoubleML with cross-fitting
theta_dml,-0.786335512176168,DoubleML with cross-fitting
theta_dml,0.903957723642396,DoubleML with cross-fitting
theta_dml,0.406916882945754,DoubleML with cross-fitting
theta_dml,-0.0689200836882576,DoubleML with cross-fitting
theta_dml,-1.24627994014823,DoubleML with cross-fitting
theta_dml,-0.248615758369837,DoubleML with cross-fitting
theta_dml,0.084175981671072,DoubleML with cross-fitting
theta_dml,-0.183203408918922,DoubleML with cross-fitting
theta_dml,0.64058333171861,DoubleML with cross-fitting
theta_dml,-0.464253900706921,DoubleML with cross-fitting
theta_dml,-0.123355074297168,DoubleML with cross-fitting
theta_dml,1.48391287894636,DoubleML with cross-fitting
theta_dml,0.0791091136401305,DoubleML with cross-fitting
theta_dml,-0.808664105848819,DoubleML with cross-fitting
theta_dml,0.616558988694238,DoubleML with cross-fitting
theta_dml,0.523650393998205,DoubleML with cross-fitting
theta_dml,2.03163303539278,DoubleML with cross-fitting
theta_dml,0.651661366232487,DoubleML with cross-fitting
theta_dml,-0.511816793859215,DoubleML with cross-fitting
theta_dml,0.811196675863723,DoubleML with cross-fitting
theta_dml,0.399715284045098,DoubleML with cross-fitting
theta_dml,1.17398601261041,DoubleML with cross-fitting
theta_dml,-0.540979350192274,DoubleML with cross-fitting
theta_dml,0.831053019695647,DoubleML with cross-fitting
theta_dml,0.854341062167654,DoubleML with cross-fitting
theta_dml,1.37048807927431,DoubleML with cross-fitting
theta_dml,-2.17884765866948,DoubleML with cross-fitting
theta_dml,0.978765876076985,DoubleML with cross-fitting
theta_dml,2.31574752253179,DoubleML with cross-fitting
theta_dml,1.99910220835624,DoubleML with cross-fitting
theta_dml,1.16779154299289,DoubleML with cross-fitting
theta_dml,0.395455710976545,DoubleML with cross-fitting
theta_dml,0.0212411085179015,DoubleML with cross-fitting
theta_dml,-0.546383104957785,DoubleML with cross-fitting
theta_dml,0.885234035884771,DoubleML with cross-fitting
theta_dml,1.94117482608344,DoubleML with cross-fitting
theta_dml,2.13953423504753,DoubleML with cross-fitting
theta_dml,-1.14787894880748,DoubleML with cross-fitting
theta_dml,0.343361644421392,DoubleML with cross-fitting
theta_dml,3.43774344778842,DoubleML with cross-fitting
theta_dml,-0.118765981047146,DoubleML with cross-fitting
theta_dml,-1.09406798340239,DoubleML with cross-fitting
theta_dml,-0.443337701735676,DoubleML with cross-fitting
theta_dml,-0.575250855666565,DoubleML with cross-fitting
theta_dml,0.621462678804725,DoubleML with cross-fitting
theta_dml,-0.847991926789613,DoubleML with cross-fitting
theta_dml,0.655747142090192,DoubleML with cross-fitting
theta_dml,-0.604097074238943,DoubleML with cross-fitting
theta_dml,0.472152632280882,DoubleML with cross-fitting
theta_dml,-0.335059160076177,DoubleML with cross-fitting
theta_dml,-1.30138404476599,DoubleML with cross-fitting
theta_dml,-0.514861026682976,DoubleML with cross-fitting
theta_dml,2.18785293469525,DoubleML with cross-fitting
theta_dml,-0.475581051647661,DoubleML with cross-fitting
theta_dml,1.4290724215087,DoubleML with cross-fitting
theta_dml,1.09694922614555,DoubleML with cross-fitting
theta_dml,-0.741181912414378,DoubleML with cross-fitting
theta_dml,-0.549860129103637,DoubleML with cross-fitting
theta_dml,0.743431162897074,DoubleML with cross-fitting
theta_dml,0.560567221659486,DoubleML with cross-fitting
theta_dml,0.813277005587891,DoubleML with cross-fitting
theta_dml,0.199374242786761,DoubleML with cross-fitting
theta_dml,-1.07434729054968,DoubleML with cross-fitting
theta_dml,-0.523601031920361,DoubleML with cross-fitting
theta_dml,-0.823285533428793,DoubleML with cross-fitting
theta_dml,-0.276780788795687,DoubleML with cross-fitting
theta_dml,0.820462530238444,DoubleML with cross-fitting
theta_dml,-0.185528437011349,DoubleML with cross-fitting
theta_dml,-0.0856533441827698,DoubleML with cross-fitting
theta_dml,0.335621178066713,DoubleML with cross-fitting
theta_dml,-0.346719541980857,DoubleML with cross-fitting
theta_dml,1.06755955226202,DoubleML with cross-fitting
theta_dml,-0.995653911411029,DoubleML with cross-fitting
theta_dml,2.09551465001226,DoubleML with cross-fitting
theta_dml,1.65220581779956,DoubleML with cross-fitting
theta_dml,-0.147769172673716,DoubleML with cross-fitting
theta_dml,-1.1049029385926,DoubleML with cross-fitting
theta_dml,-0.19234349359123,DoubleML with cross-fitting
theta_dml,-1.00967596929984,DoubleML with cross-fitting
theta_dml,1.53524997868839,DoubleML with cross-fitting
theta_dml,0.297430788934408,DoubleML with cross-fitting
theta_dml,0.80885725359355,DoubleML with cross-fitting
theta_dml,1.49246645507331,DoubleML with cross-fitting
theta_dml,-1.20929593010312,DoubleML with cross-fitting
theta_dml,-0.605159731859155,DoubleML with cross-fitting
theta_dml,-1.61023720560203,DoubleML with cross-fitting
theta_dml,-0.465863974077021,DoubleML with cross-fitting
theta_dml,0.215877669691482,DoubleML with cross-fitting
theta_dml,-0.645762430862519,DoubleML with cross-fitting
theta_dml,-2.33439782276833,DoubleML with cross-fitting
theta_dml,0.369468070054224,DoubleML with cross-fitting
theta_dml,-0.38643745339188,DoubleML with cross-fitting
